ip	host
108.32.171.45	static-108-32-171-45.herntx.dsl-w.verizon.net.
108.34.133.60	pool-108-34-133-60.prvdri.fios.verizon.net.
108.35.12.161	pool-108-35-12-161.nwrknj.fios.verizon.net.
108.36.67.89	pool-108-36-67-89.phlapa.fios.verizon.net.
108.38.174.48	pool-108-38-174-48.lsanca.fios.verizon.net.
108.41.122.214	pool-108-41-122-214.nycmny.fios.verizon.net.
108.42.5.146	pool-108-42-5-146.snfcca.btas.verizon.net.
108.45.17.10	pool-108-45-17-10.washdc.east.verizon.net.
108.46.1.239	pool-108-46-1-239.nycmny.east.verizon.net.
108.47.133.107	static-108-47-133-107.lsanca.fios.verizon.net.
108.48.162.252	pool-108-48-162-252.washdc.fios.verizon.net.
108.5.185.62	pool-108-5-185-62.nwrknj.fios.verizon.net.
108.52.186.124	pool-108-52-186-124.phlapa.fios.verizon.net.
108.53.132.4	static-108-53-132-4.nwrknj.fios.verizon.net.
108.54.16.149	pool-108-54-16-149.nycmny.east.verizon.net.
108.55.219.136	static-108-55-219-136.nycmny.east.verizon.net.
108.56.166.226	pool-108-56-166-226.washdc.fios.verizon.net.
108.58.197.130	ool-6c3ac582.static.optonline.net.
108.59.9.210	walnut.whatbox.ca.
108.60.206.141	advancebuzz.com.
108.61.100.42	108.61.100.42.choopa.net.
108.62.57.230	108.62.57.230.rdns.3e.vc.
108.63.27.125	mail.nmodes.com.
108.68.20.209	adsl-108-68-20-209.dsl.sndg02.sbcglobal.net.
108.7.6.110	pool-108-7-6-110.bstnma.east.verizon.net.
108.73.61.254	adsl-108-73-61-254.dsl.yntwoh.sbcglobal.net.
108.74.245.37	NA
108.78.17.82	108-78-17-82.lightspeed.nworla.sbcglobal.net.
108.8.100.174	pool-108-8-100-174.sctnpa.east.verizon.net.
108.81.101.64	108-81-101-64.lightspeed.dybhfl.sbcglobal.net.
108.82.217.155	108-82-217-155.lightspeed.hstntx.sbcglobal.net.
108.83.116.23	108-83-116-23.lightspeed.mtryca.sbcglobal.net.
108.84.186.123	108-84-186-123.lightspeed.irvnca.sbcglobal.net.
108.85.225.70	108-85-225-70.lightspeed.sntcca.sbcglobal.net.
108.87.189.80	108-87-189-80.lightspeed.miamfl.sbcglobal.net.
108.9.174.115	pool-108-9-174-115.tampfl.fios.verizon.net.
108.91.169.118	108-91-169-118.lightspeed.sntcca.sbcglobal.net.
108.93.2.97	108-93-2-97.uvs.bcvloh.sbcglobal.net.
109.10.233.17	17.233.10.109.rev.sfr.net.
109.101.225.14	NA
109.102.133.224	NA
109.103.221.124	NA
109.105.156.3	NA
109.106.138.104	NA
109.107.132.102	109.107.132.102.ua.bluezonejordan.com.
109.108.238.65	cpe-109-108-238-65.enet.vn.ua.
109.109.112.2	terranigra.com.
109.110.172.49	109-110-172-49-static.shabdiznet.com.
109.111.170.28	28.170.111.109.sta.211.ru.
109.120.16.122	pppoe122.net109-120-16.se1.omkc.ru.
109.121.202.237	NA
109.122.116.11	NA
109.123.101.182	6d7b65b6.setaptr.net.
109.125.55.4	NA
109.126.193.234	109-126-193-234.domolink.elcom.ru.
109.127.163.118	109-127-163-118.dyn.adsl.kursknet.ru.
109.128.9.8	8.9-128-109.adsl-dyn.isp.belgacom.be.
109.129.109.222	222.109-129-109.adsl-dyn.isp.belgacom.be.
109.131.133.4	4.133-131-109.adsl-dyn.isp.belgacom.be.
109.134.227.32	32.227-134-109.adsl-dyn.isp.belgacom.be.
109.142.36.161	NA
109.145.113.225	host109-145-113-225.range109-145.btcentralplus.com.
109.148.178.220	host109-148-178-220.range109-148.btcentralplus.com.
109.160.143.161	109-160-143-161.orange.net.il.
109.161.1.195	109-161-1-195.kosnet.ru.
109.163.153.159	NA
109.164.201.115	115.201.164.109.static.wline.lns.sme.cust.swisscom.ch.
109.165.0.252	252.0.165.109.donpac.ru.
109.166.171.98	NA
109.167.144.167	109-167-144-167.westcall.net.
109.168.247.150	host-109-168-247-150.stv.ru.
109.169.184.143	NA
109.170.167.220	109-170-167-220.xdsl.murphx.net.
109.171.76.184	host-109-171-76-184.bbcustomer.zsttk.net.
109.173.176.212	d176-212.icpnet.pl.
109.175.9.106	NA
109.184.142.125	109-184-142-125.dynamic.mts-nn.ru.
109.185.200.236	host-static-109-185-200-236.moldtelecom.md.
109.186.162.221	109-186-162-221.bb.netvision.net.il.
109.187.104.52	h109-187-104-52.dyn.bashtel.ru.
109.188.91.119	client.yota.ru.
109.189.175.132	132.175.189.109.customer.cdi.no.
109.190.53.5	5-53-190-109.dsl.ovh.fr.
109.191.16.61	pool-109-191-16-61.is74.ru.
109.192.19.234	HSI-KBW-109-192-019-234.hsi6.kabel-badenwuerttemberg.de.
109.193.12.214	HSI-KBW-109-193-012-214.hsi7.kabel-badenwuerttemberg.de.
109.194.17.130	gw.enerprom.ru.
109.195.74.155	dynamicip-109-195-74-155.pppoe.krsk.ertelecom.ru.
109.196.120.90	host-120-90.mt.pl.
109.197.82.110	NA
109.198.171.159	NA
109.199.121.147	ip-109-199-121-147.siteground.com.
109.200.0.194	194-0-200-109.rackcentre.redstation.net.uk.
109.201.135.211	NA
109.202.102.118	NA
109.203.98.56	NA
109.207.103.3	NA
109.209.92.242	AOrleans-554-1-213-242.w109-209.abo.wanadoo.fr.
109.210.170.167	AMontpellier-652-1-59-167.w109-210.abo.wanadoo.fr.
109.217.40.178	ADijon-651-1-225-178.w109-217.abo.wanadoo.fr.
109.224.3.155	NA
109.225.0.120	120.net-94.242.0.kaluga.ru.
109.226.198.233	233.198.226.109.ip.orionnet.ru.
109.227.110.67	109-227-110-67.dynamic-pool.mclaut.net.
109.228.14.137	server109-228-14-137.live-servers.net.
109.229.192.32	host-109-229-192-32.icom.lv.
109.230.220.253	NA
109.232.189.244	ip-109-232-189-244.gtspskov.ru.
109.233.207.194	NA
109.234.153.123	signx.ru.
109.235.16.130	NA
109.236.209.163	mail.rh-k.ru.
109.237.110.53	NA
109.238.100.74	109-238-100-74.cable.mart.ru.
109.245.218.170	net170-218-245-109.customer.telenor.rs.
109.251.117.53	109.251.117.53.freenet.com.ua.
109.28.248.175	175.248.28.109.rev.sfr.net.
109.52.155.169	NA
109.53.39.109	NA
109.54.220.136	NA
109.56.183.92	109.56.183.92.mobile.3.dk.
109.6.254.112	112.254.6.109.rev.sfr.net.
109.61.107.114	NA
109.62.185.41	NA
109.63.129.222	ip-109-63-129-222.bb.netbynet.ru.
109.64.102.218	bzq-109-64-102-218.red.bezeqint.net.
109.65.57.161	bzq-109-65-57-161.red.bezeqint.net.
109.66.105.187	bzq-109-66-105-187.red.bezeqint.net.
109.67.118.126	bzq-109-67-118-126.red.bezeqint.net.
109.68.161.73	NA
109.69.132.6	NA
109.70.148.52	syed.gamngdeluxe.co.uk.
109.72.153.113	113.153.72.109.tanhost.com.
109.73.172.155	NA
109.74.115.18	109-74-115-18.pppoe.szkti.net.
109.75.35.145	NA
109.81.196.144	144.196.broadband18.iol.cz.
109.86.124.14	14.124.86.109.triolan.net.
109.87.123.125	125.123.87.109.triolan.net.
109.88.216.139	NA
109.92.119.20	109-92-119-20.dynamic.isp.telekom.rs.
109.93.213.237	109-93-213-237.dynamic.isp.telekom.rs.
109.94.20.130	host-20-130.podolsknet.ru.
109.95.165.10	NA
109.97.223.90	NA
109.98.211.90	NA
109.99.149.18	NA
110.1.130.35	35.130.1.110.ap.yournet.ne.jp.
110.102.127.37	NA
110.103.233.78	NA
110.104.174.240	NA
110.11.22.65	NA
110.12.207.5	NA
110.13.107.192	NA
110.134.136.153	110-134-136-153.rev.home.ne.jp.
110.136.183.27	27.subnet110-136-183.speedy.telkom.net.id.
110.137.234.119	119.subnet110-137-234.speedy.telkom.net.id.
110.138.100.220	mail.zimmoah.com.
110.139.109.123	123.subnet110-139-109.speedy.telkom.net.id.
110.14.138.66	NA
110.142.21.204	burkel2.lnk.telstra.net.
110.143.220.74	integr360.lnk.telstra.net.
110.148.178.42	CPE-110-148-178-42.vxl8.lon.bigpond.net.au.
110.15.198.16	NA
110.152.174.247	NA
110.153.0.50	NA
110.154.223.167	NA
110.155.177.59	NA
110.156.142.87	NA
110.157.69.139	NA
110.159.106.128	NA
110.16.231.143	NA
110.164.175.7	mx-ll-110.164.175-7.static.3bb.co.th.
110.166.169.28	NA
110.167.50.244	NA
110.168.215.189	ppp-110-168-215-189.revip5.asianet.co.th.
110.169.138.225	ppp-110-169-138-225.revip5.asianet.co.th.
110.170.162.211	110-170-162-211.static.asianet.co.th.
110.171.107.52	cm-110-171-107-52.revip7.asianet.co.th.
110.172.161.182	NA
110.173.177.37	pgl-110.173.177-37.primenet.in.
110.174.148.171	110-174-148-171.static.tpgi.com.au.
110.175.11.31	110-175-11-31.static.tpgi.com.au.
110.177.67.71	NA
110.178.102.244	NA
110.179.126.121	NA
110.18.250.30	NA
110.181.47.69	NA
110.182.141.124	NA
110.183.210.27	NA
110.184.152.123	NA
110.185.126.70	NA
110.186.173.230	NA
110.188.77.29	NA
110.189.108.73	NA
110.190.200.108	NA
110.191.186.67	NA
110.194.42.211	NA
110.195.231.239	NA
110.196.14.146	NA
110.20.122.169	c110-20-122-169.rivrw9.nsw.optusnet.com.au.
110.201.149.54	NA
110.204.22.195	NA
110.206.213.43	NA
110.207.180.212	NA
110.208.73.236	NA
110.209.143.65	NA
110.210.113.55	NA
110.211.194.64	NA
110.216.3.208	NA
110.222.81.213	NA
110.224.195.204	NA
110.227.131.203	NA
110.228.208.188	NA
110.229.0.177	NA
110.230.110.126	NA
110.231.133.56	NA
110.232.84.45	host-84-45.bdl.nusa.net.id.
110.233.112.183	FL1-110-233-112-183.nig.mesh.ad.jp.
110.240.141.98	NA
110.241.15.18	NA
110.242.180.64	NA
110.243.232.204	NA
110.244.207.195	NA
110.245.143.79	NA
110.246.113.33	NA
110.247.207.199	NA
110.248.12.241	NA
110.249.16.97	NA
110.250.100.179	NA
110.251.74.144	NA
110.252.206.210	NA
110.253.113.252	NA
110.254.33.68	NA
110.255.186.231	NA
110.33.114.165	d110-33-114-165.mas800.nsw.optusnet.com.au.
110.34.24.18	NA
110.35.116.5	NA
110.4.189.198	z189198.ppp.asahi-net.or.jp.
110.44.123.165	NA
110.45.114.142	NA
110.46.200.170	NA
110.47.25.150	NA
110.5.111.61	NA
110.51.159.8	NA
110.52.223.105	NA
110.53.94.142	NA
110.54.75.153	110-54-75-153.ppp.bbiq.jp.
110.55.106.97	110.55.106.97.BTI.NET.PH.
110.6.241.94	NA
110.66.175.115	p6e42af73.tkyea123.ap.so-net.ne.jp.
110.67.101.187	p6e4365bb.aicint01.ap.so-net.ne.jp.
110.7.114.118	NA
110.74.194.114	ezecom.110.74.195.114.ezecom.com.kh.
110.76.86.66	NA
110.77.132.219	NA
110.78.144.192	NA
110.80.138.157	NA
110.81.198.177	NA
110.82.201.90	90.201.82.110.broad.np.fj.dynamic.163data.com.cn.
110.83.214.163	163.214.83.110.broad.sm.fj.dynamic.163data.com.cn.
110.84.109.108	108.109.84.110.broad.qz.fj.dynamic.163data.com.cn.
110.85.119.185	185.119.85.110.broad.pt.fj.dynamic.163data.com.cn.
110.86.155.11	11.155.86.110.broad.nd.fj.dynamic.163data.com.cn.
110.87.107.140	140.107.87.110.broad.xm.fj.dynamic.163data.com.cn.
110.88.192.92	NA
110.89.202.195	195.202.89.110.broad.np.fj.dynamic.163data.com.cn.
110.90.33.226	226.33.90.110.broad.fz.fj.dynamic.163data.com.cn.
110.92.78.54	mail.kabeltec.net.cn.
110.93.132.164	NA
111.0.254.40	NA
111.100.1.111	KD111100001111.ppp-bb.dion.ne.jp.
111.103.186.107	KD111103186107.ppp-bb.dion.ne.jp.
111.104.33.87	KD111104033087.ppp-bb.dion.ne.jp.
111.105.49.241	KD111105049241.ppp-bb.dion.ne.jp.
111.106.149.247	KD111106149247.ppp-bb.dion.ne.jp.
111.110.104.114	KD111110104114.ppp-bb.dion.ne.jp.
111.112.135.211	NA
111.113.105.105	NA
111.118.112.143	NA
111.119.180.250	NA
111.12.42.82	NA
111.121.251.11	NA
111.122.130.225	NA
111.123.180.44	NA
111.124.29.33	NA
111.125.228.108	NA
111.126.135.13	NA
111.127.165.0	NA
111.13.47.185	NA
111.140.11.79	NA
111.148.72.29	NA
111.15.94.33	NA
111.151.1.103	NA
111.160.188.98	no-data.
111.161.1.66	dns66.online.tj.cn.
111.162.114.199	dns199.online.tj.cn.
111.163.156.240	dns240.online.tj.cn.
111.164.11.226	dns226.online.tj.cn.
111.165.139.127	dns127.online.tj.cn.
111.166.12.214	dns214.online.tj.cn.
111.167.110.67	dns67.online.tj.cn.
111.168.38.2	FL1-111-168-38-2.kng.mesh.ad.jp.
111.169.135.61	FL1-111-169-135-61.kgw.mesh.ad.jp.
111.170.155.247	NA
111.171.219.182	NA
111.172.119.202	NA
111.173.173.249	NA
111.174.12.143	NA
111.175.247.227	NA
111.176.102.211	NA
111.177.121.236	NA
111.178.116.145	NA
111.179.199.115	NA
111.180.128.196	NA
111.181.175.106	NA
111.182.115.66	NA
111.183.248.24	NA
111.184.57.135	host-111-184-57-135.dynamic.kbtelecom.net.
111.185.185.153	host-153.185-185-111.static.totalbb.net.tw.
111.188.12.92	em111-188-12-92.pool.e-mobile.ne.jp.
111.189.248.106	em111-189-248-106.pool.e-mobile.ne.jp.
111.192.155.217	NA
111.193.48.48	NA
111.194.204.26	NA
111.196.94.129	NA
111.197.225.117	NA
111.198.26.39	NA
111.199.163.163	NA
111.2.199.136	NA
111.201.37.177	NA
111.202.0.55	NA
111.203.133.2	NA
111.204.254.45	NA
111.205.113.193	NA
111.206.199.163	NA
111.207.227.2	NA
111.216.155.175	p6fd89baf.hkidnt01.ap.so-net.ne.jp.
111.217.42.181	p6fd92ab5.tokynt01.ap.so-net.ne.jp.
111.22.72.55	NA
111.221.227.124	NA
111.222.132.196	NA
111.223.240.1	NA
111.224.122.44	NA
111.225.209.225	NA
111.226.109.50	NA
111.227.212.12	NA
111.234.127.200	200.127.234.111.ap.yournet.ne.jp.
111.235.148.44	NA
111.237.126.191	KD111237126191.au-net.ne.jp.
111.238.140.186	KD111238140186.au-net.ne.jp.
111.240.11.197	111-240-11-197.dynamic.hinet.net.
111.241.102.94	111-241-102-94.dynamic.hinet.net.
111.242.179.59	111-242-179-59.dynamic.hinet.net.
111.243.114.166	111-243-114-166.dynamic.hinet.net.
111.246.19.246	111-246-19-246.dynamic.hinet.net.
111.248.15.170	111-248-15-170.dynamic.hinet.net.
111.249.112.107	111-249-112-107.dynamic.hinet.net.
111.250.104.108	111-250-104-108.dynamic.hinet.net.
111.251.105.14	111-251-105-14.dynamic.hinet.net.
111.252.124.211	111-252-124-211.dynamic.hinet.net.
111.253.108.247	111-253-108-247.dynamic.hinet.net.
111.254.100.212	111-254-100-212.dynamic.hinet.net.
111.255.142.158	111-255-142-158.dynamic.hinet.net.
111.26.200.95	NA
111.30.114.202	NA
111.37.28.206	NA
111.38.140.250	NA
111.39.108.28	NA
111.40.66.235	NA
111.44.235.230	NA
111.47.92.173	NA
111.49.169.77	NA
111.5.63.132	NA
111.51.30.221	NA
111.53.1.250	NA
111.56.185.99	NA
111.58.208.243	NA
111.59.138.226	NA
111.6.34.19	NA
111.63.13.140	NA
111.67.203.41	NA
111.68.103.243	ciitlahore.edu.pk.
111.69.228.178	178.228.69.111.dynamic.snap.net.nz.
111.72.154.138	NA
111.73.45.113	NA
111.74.235.251	NA
111.75.197.75	NA
111.76.102.155	NA
111.77.146.131	NA
111.78.40.168	NA
111.79.198.160	NA
111.80.26.143	111-80-26-143.EMOME-IP.hinet.net.
111.85.106.218	NA
111.86.212.19	019212086111.wimax.auone-net.jp.
111.87.58.166	aa20111001946f573aa6.userreverse.dion.ne.jp.
111.88.161.118	wtl.worldcall.net.pk.
111.90.185.38	NA
111.91.103.181	181.snat-111-91-103.hns.net.in.
111.92.180.66	NA
111.93.166.226	static-226.166.93.111-tataidc.co.in.
111.94.132.2	fm-dyn-111-94-132-2.fast.net.id.
111.95.103.110	fm-dyn-111-95-103-110.fast.net.id.
111.96.86.215	KD111096086215.ppp-bb.dion.ne.jp.
111.97.91.40	KD111097091040.ppp-bb.dion.ne.jp.
111.99.10.200	KD111099010200.ppp-bb.dion.ne.jp.
112.0.101.238	NA
112.1.30.234	NA
112.101.196.211	NA
112.102.128.86	NA
112.104.1.208	112-104-1-208.adsl.dynamic.seed.net.tw.
112.105.111.184	112-105-111-184.adsl.dynamic.seed.net.tw.
112.108.162.127	NA
112.109.195.164	NA
112.11.61.218	NA
112.111.129.229	NA
112.112.151.95	95.151.112.112.broad.km.yn.dynamic.163data.com.cn.
112.113.213.238	238.213.113.112.broad.km.yn.dynamic.163data.com.cn.
112.114.142.36	NA
112.116.209.47	47.209.116.112.broad.km.yn.dynamic.163data.com.cn.
112.117.154.100	100.154.117.112.broad.km.yn.dynamic.163data.com.cn.
112.118.102.141	n112118102141.netvigator.com.
112.119.120.130	n112119120130.netvigator.com.
112.120.112.43	n112120112043.netvigator.com.
112.121.169.66	NA
112.122.191.159	NA
112.123.244.19	NA
112.124.111.0	NA
112.125.92.34	NA
112.126.126.116	NA
112.132.181.50	50.181.132.112.adsl-pool.ah.cnuninet.net.
112.133.193.84	NA
112.134.170.173	NA
112.135.187.194	SLT-BB-CUST.slt.lk.
112.136.50.32	112.136.50.32.er.eaccess.ne.jp.
112.137.154.44	dhcp-ubr2-53359.tvs12.jp.
112.138.144.172	172.net112138144.t-com.ne.jp.
112.139.229.96	p096.net112139229.tokai.or.jp.
112.140.12.251	p251.net112140012.tokai.or.jp.
112.144.137.2	NA
112.145.92.89	NA
112.146.149.25	NA
112.148.43.42	NA
112.149.101.227	NA
112.150.118.161	NA
112.151.2.70	NA
112.152.204.148	NA
112.154.83.88	NA
112.155.12.142	NA
112.156.167.148	NA
112.158.11.33	NA
112.159.101.3	NA
112.160.166.30	NA
112.161.19.221	NA
112.162.145.163	NA
112.163.145.127	NA
112.164.143.224	NA
112.165.49.20	NA
112.166.115.200	NA
112.167.250.111	NA
112.168.165.241	NA
112.169.119.9	NA
112.170.11.149	NA
112.171.234.34	NA
112.172.117.121	NA
112.173.127.186	NA
112.175.245.88	NA
112.18.41.175	NA
112.184.128.92	NA
112.185.239.13	NA
112.186.14.97	NA
112.187.176.136	NA
112.19.13.251	NA
112.192.103.149	NA
112.193.147.58	NA
112.194.183.238	NA
112.195.139.23	NA
112.196.108.238	NA
112.197.131.63	NA
112.198.61.45	NA
112.199.34.190	190.34.199.112.dsl.static.eastern-tele.com.
112.2.194.42	NA
112.203.191.159	112.203.191.159.pldt.net.
112.204.133.121	112.204.133.121.pldt.net.
112.205.233.169	112.205.233.169.pldt.net.
112.206.201.43	112.206.201.43.pldt.net.
112.207.132.89	112.207.132.89.pldt.net.
112.208.144.145	112.208.144.145.pldt.net.
112.209.82.86	112.209.82.86.pldt.net.
112.210.106.238	112.210.106.238.pldt.net.
112.211.192.142	112.211.192.142.pldt.net.
112.213.127.31	NA
112.214.210.125	NA
112.216.106.194	fortix.me.
112.217.122.226	NA
112.218.172.140	NA
112.219.88.178	NA
112.220.158.76	NA
112.221.251.219	NA
112.222.173.6	NA
112.223.176.68	NA
112.225.146.235	NA
112.226.178.50	NA
112.227.175.101	NA
112.228.13.31	NA
112.229.101.44	NA
112.230.109.96	NA
112.231.116.146	NA
112.232.57.151	NA
112.233.111.52	NA
112.234.1.243	NA
112.235.129.165	NA
112.236.0.167	NA
112.237.102.10	NA
112.238.11.243	NA
112.239.163.109	NA
112.240.175.131	NA
112.241.142.73	NA
112.242.154.243	NA
112.243.132.219	NA
112.244.187.3	NA
112.245.178.45	NA
112.246.243.81	NA
112.248.14.52	NA
112.249.245.205	NA
112.250.214.85	NA
112.251.133.118	NA
112.252.198.29	NA
112.253.2.180	NA
112.254.107.137	NA
112.255.191.117	NA
112.3.61.15	NA
112.33.7.86	NA
112.36.80.10	NA
112.37.212.181	NA
112.4.104.173	NA
112.5.142.51	NA
112.53.67.236	NA
112.54.205.67	NA
112.6.111.2	NA
112.64.239.237	NA
112.65.212.190	NA
112.66.53.67	NA
112.67.113.132	NA
112.68.197.242	112-68-197-242f1.kyt1.eonet.ne.jp.
112.69.28.249	112-69-28-249f1.hyg1.eonet.ne.jp.
112.70.13.150	112-70-13-150f1.hyg1.eonet.ne.jp.
112.71.172.18	112-71-172-18f1.nar1.eonet.ne.jp.
112.72.134.93	NA
112.74.102.211	NA
112.78.11.103	11-103.static.v1server.com.
112.8.206.122	NA
112.81.174.144	NA
112.82.196.48	NA
112.83.14.72	NA
112.84.124.105	NA
112.85.177.131	NA
112.86.60.240	NA
112.87.1.96	NA
112.90.143.29	NA
112.91.118.181	NA
112.92.140.74	NA
112.93.151.210	NA
112.95.167.111	NA
112.98.125.133	NA
113.0.128.139	NA
113.100.13.114	NA
113.101.60.227	NA
113.102.79.198	NA
113.103.128.158	NA
113.104.146.118	NA
113.105.152.148	NA
113.106.216.243	NA
113.107.169.98	NA
113.108.127.86	NA
113.109.52.238	NA
113.11.215.245	NA
113.111.127.237	NA
113.112.124.70	NA
113.113.101.68	NA
113.116.132.221	NA
113.117.83.153	NA
113.118.77.64	NA
113.119.164.105	NA
113.120.143.81	NA
113.121.189.172	NA
113.122.246.152	NA
113.123.102.133	NA
113.124.15.172	NA
113.125.118.163	NA
113.127.70.64	NA
113.128.3.29	NA
113.129.162.230	NA
113.13.118.53	NA
113.131.36.42	NA
113.132.110.111	NA
113.133.18.138	NA
113.134.77.242	NA
113.135.0.168	NA
113.137.142.91	NA
113.138.192.42	NA
113.139.32.22	NA
113.140.200.94	NA
113.141.228.237	NA
113.142.105.13	NA
113.143.158.98	NA
113.144.203.60	KD113144203060.ppp-bb.dion.ne.jp.
113.146.179.44	KD113146179044.ppp.dion.ne.jp.
113.148.129.147	KD113148129147.ppp-bb.dion.ne.jp.
113.15.65.180	NA
113.151.143.30	KD113151143030.ppp-bb.dion.ne.jp.
113.153.25.83	KD113153025083.ppp-bb.dion.ne.jp.
113.154.197.60	KD113154197060.ppp-bb.dion.ne.jp.
113.156.254.189	KD113156254189.ppp-bb.dion.ne.jp.
113.158.241.35	KD113158241035.ppp-bb.dion.ne.jp.
113.159.136.250	KD113159136250.ppp-bb.dion.ne.jp.
113.160.101.244	static.vdc.vn.
113.161.0.20	static.vdc.vn.
113.162.121.122	NA
113.163.1.116	dynamic.vdc.vn.
113.164.20.2	localhost.
113.166.41.233	localhost.
113.167.36.158	localhost.
113.168.202.40	localhost.
113.170.53.154	localhost.
113.171.49.152	localhost.
113.172.142.11	localhost.
113.173.231.73	localhost.
113.174.185.115	localhost.
113.175.0.237	localhost.
113.176.14.1	localhost.
113.177.126.64	localhost.
113.180.93.56	localhost.
113.182.169.185	localhost.
113.186.206.31	localhost.
113.188.156.178	localhost.
113.189.56.144	localhost.
113.19.0.35	NA
113.192.126.59	NA
113.193.185.212	NA
113.194.1.14	NA
113.195.151.197	NA
113.196.177.70	113.196.177.70.LL.static.sparqnet.net.
113.197.225.192	192.225.197.113.dy.bbexcite.jp.
113.199.106.58	NA
113.200.188.55	NA
113.201.130.36	NA
113.203.175.63	NA
113.204.68.58	NA
113.205.140.199	NA
113.206.247.10	NA
113.207.59.3	NA
113.210.152.223	NA
113.213.54.64	NA
113.216.69.126	NA
113.218.116.34	NA
113.22.106.143	NA
113.221.180.244	NA
113.222.141.116	NA
113.224.70.54	NA
113.225.200.199	NA
113.226.150.98	NA
113.227.153.165	NA
113.228.11.155	NA
113.229.132.145	NA
113.230.59.51	NA
113.231.232.62	NA
113.232.106.208	NA
113.233.12.88	NA
113.234.106.210	NA
113.235.121.27	NA
113.236.55.199	NA
113.237.239.20	NA
113.238.205.9	NA
113.239.58.79	NA
113.240.221.163	NA
113.241.10.106	NA
113.242.188.243	NA
113.243.48.20	NA
113.244.205.253	NA
113.245.240.86	NA
113.247.115.201	NA
113.248.49.56	NA
113.249.38.101	NA
113.25.25.134	NA
113.251.165.197	NA
113.252.111.220	NA
113.253.22.14	NA
113.254.100.177	NA
113.255.212.117	NA
113.26.6.141	NA
113.28.55.176	113-28-55-176.static.imsbiz.com.
113.29.228.236	NA
113.3.187.73	NA
113.31.22.180	NA
113.34.22.10	113x34x22x10.ap113.ftth.ucom.ne.jp.
113.4.27.5	NA
113.42.244.56	113x42x244x56.ap113.ftth.ucom.ne.jp.
113.43.128.203	113x43x128x203.ap113.ftth.ucom.ne.jp.
113.5.119.240	NA
113.52.103.115	nz103l115.bb11352.ctm.net.
113.53.152.84	node-4t0.pool-113-53.dynamic.totbb.net.
113.56.170.199	NA
113.57.190.28	NA
113.58.145.14	NA
113.59.101.122	NA
113.6.130.2	NA
113.61.188.236	113-61-188-236.veetime.com.
113.63.208.46	NA
113.64.175.217	NA
113.66.250.158	NA
113.67.132.184	NA
113.68.5.136	NA
113.69.138.128	NA
113.7.109.57	NA
113.71.184.62	NA
113.72.144.86	NA
113.73.92.83	NA
113.74.205.11	NA
113.76.124.196	NA
113.77.140.123	NA
113.78.122.79	NA
113.79.192.242	NA
113.80.11.213	NA
113.81.16.28	NA
113.82.122.150	NA
113.83.109.136	NA
113.84.105.28	NA
113.85.117.31	NA
113.86.78.95	NA
113.87.205.48	NA
113.88.215.94	NA
113.89.160.142	NA
113.90.81.180	NA
113.91.95.181	NA
113.92.249.128	NA
113.93.126.166	NA
113.94.93.128	NA
113.95.235.127	NA
113.96.124.182	NA
113.97.238.164	NA
113.98.255.48	NA
113.99.4.21	NA
114.100.155.181	NA
114.101.25.218	NA
114.102.192.110	NA
114.104.232.154	NA
114.105.144.158	NA
114.106.132.114	NA
114.107.213.9	NA
114.108.129.14	NA
114.109.103.18	cm-114-109-103-18.revip13.asianet.co.th.
114.110.1.89	NA
114.111.166.250	NA
114.112.189.109	NA
114.113.156.61	NA
114.129.126.29	NA
114.134.88.230	server-230.optimaxbd.net.
114.135.11.143	NA
114.136.149.108	114-136-149-108.EMOME-IP.hinet.net.
114.139.127.19	NA
114.140.3.38	114-140-3-38.adsl.fetnet.net.
114.141.133.52	NA
114.142.133.101	c114.142.133.101.c3-net.ne.jp.
114.143.1.22	NA
114.144.215.80	p4080-ipbfp3803osakakita.osaka.ocn.ne.jp.
114.145.174.162	NA
114.146.94.199	p3199-ipbf1808funabasi.chiba.ocn.ne.jp.
114.147.129.28	p2028-ipgvpnf21marunouchi.tokyo.ocn.ne.jp.
114.148.142.181	p3181-ipbf807hiraide.tochigi.ocn.ne.jp.
114.149.102.210	p3210-ipbf3002hodogaya.kanagawa.ocn.ne.jp.
